book_name,authors,rating,publish_year,publish_month,publish_day,publisher,num_reviews,num_pages
"Revelation Space (Revelation Space, #1)",Alastair Reynolds,3.98,2002,28,5,Ace Books,1694,585
Century Rain,Alastair Reynolds,3.93,2006,30,5,Ace,294,626
"The Prefect (Prefect Dreyfus Emergency, #1)",Alastair Reynolds,4.16,2007,12,4,Gollancz,438,410
Close to the Knives: A Memoir of Disintegration,David Wojnarowicz,4.43,1991,7,5,Vintage,155,288
Augustus,John  Williams,4.21,2004,9,11,Vintage,535,336
"Why People Believe Weird Things: Pseudoscience, Superstition, and Other Confusions of Our Time",Michael Shermer,3.87,2002,1,9,Holt Paperbacks,389,384
Le Lotus bleu (Tintin #5),Hergé,4.05,1999,1,7,Casterman,101,62
"The Ramona Collection, Vol. 1: (Ramona #1-#4)",Beverly Cleary,4.22,2006,15,8,HarperCollins,76,848
"Ramona and Her Mother (Ramona Quimby, #5)",Beverly Cleary,4.1,2013,19,3,HarperCollins,466,224
Six Moon Dance,Sheri S. Tepper,3.78,1999,6,4,Harper Voyager,66,544
"A Conventional Corpse (Claire Malloy, #13)",Joan Hess,3.81,2001,13,8,St. Martin's Paperbacks,18,296
The Dogs of Babel,Carolyn Parkhurst,3.5700000000000003,2004,7,6,Back Bay Books,2000,278
The Social Life of Information,John Seely Brown,3.83,2002,1,3,Harvard Business Review Press,44,330
The Lottery and Other Stories,Shirley Jackson,4.06,2005,16,3,"Farrar, Straus and Giroux",1520,302
We Have Always Lived in the Castle,Shirley Jackson,3.99,2006,31,10,Penguin Books,9350,146
"Death at the Priory: Love, Sex, and Murder in Victorian England",James Ruddick,3.65,2002,27,11,Grove Press,137,224
The Complete Claudine,Colette,4.17,2001,5,9,"Farrar, Straus and Giroux",80,656
Cheri and The Last of Cheri,Colette,3.89,2001,10,10,"Farrar, Straus and Giroux",125,320
Lucifer's Hammer,Larry Niven,3.99,1998,27,1,Del Rey,5,628
The Hammer of God,Bo Giertz,4.39,2005,1,1,Augsburg Fortress,92,368
"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",Robert Kapilow,4.44,1998,1,6,"G. Schirmer, Inc.",328,92
Riders of the Purple Sage (Riders of the Purple Sage #1),Zane Grey,3.71,2002,10,12,Modern Library,715,320
"Needled to Death (A Knitting Mystery, # 2)",Maggie Sefton,3.7,2005,6,12,Berkley Prime Crime Books,290,239
"A Deadly Yarn (A Knitting Mystery, #3)",Maggie Sefton,3.76,2006,1,8,Berkley,232,272
Cuatro amigos,David Trueba,3.61,2003,1,5,Anagrama,60,336
"The Road to Los Angeles (The Saga of Arturo Bandini, #2)",John Fante,3.83,2002,1,1,Ecco,191,167
Twilight of the Idols,Friedrich Nietzsche,3.94,1998,25,6,Oxford University Press,5,176
Parade's End,Ford Madox Ford,3.91,2007,1,3,Carcanet Press Ltd.,2,846
"Rapture in Death (In Death, #4)",J.D. Robb,4.27,1996,1,10,Berkley Books,192,294
Overthrow: America's Century of Regime Change from Hawaii to Iraq,Stephen Kinzer,4.13,2007,6,2,Times Books,267,384
Longing to Tell: Black Women Talk about Sexuality and Intimacy,Tricia Rose,4.1,2004,1,4,St. Martins Press-3PL,7,432
"Aegypt (The Aegypt Cycle, #1)",John Crowley,3.84,1987,1,3,Spectra Books,107,390
Legs,William  Kennedy,3.81,1983,27,1,Penguin Books,76,320
All the Pretty Horses,Cormac McCarthy,3.99,1993,4,6,Vintage Books / Random House,45,302
"Go, Dog. Go!",P.D. Eastman,4.1,2005,3,1,Random House Books for Young Readers,12,64
Hornblower During the Crisis,C.S. Forester,4.05,1990,18,4,Back Bay Books,162,176
Commodore Hornblower,C.S. Forester,4.21,1992,28,12,Amereon,109,384
Flying Colours,C.S. Forester,4.31,1989,5,4,Back Bay Books,178,294
Rubicon: The Last Years of the Roman Republic,Tom Holland,4.19,2005,8,3,Anchor,672,464
Oscar and Lucinda,Peter Carey,3.73,1997,11,11,Vintage,61,448
Doctors,Erich Segal,4.03,1989,19,7,Bantam,434,675
"Ramona Quimby, Age 8 (Ramona Quimby #6)",Beverly Cleary,4.09,1992,26,1,HarperTrophy,96,185
"Beezus and Ramona (Ramona, #1)",Beverly Cleary,4.0,2000,8,6,Oxford University Press,1487,160
"Ramona and Her Father (Ramona, #4)",Beverly Cleary,4.04,2000,9,11,Oxford University Press,550,160
"Ramona the Brave (Ramona, #3)",Beverly Cleary,4.11,2000,9,11,Oxford University Press,566,160
"Ramona Forever (Ramona, #7)",Beverly Cleary,4.07,1996,7,7,Avon Books,347,150
The Hummingbird's Daughter,Luis Alberto Urrea,4.18,2006,3,4,Back Bay Books,1362,528
"Proven Guilty (The Dresden Files, #8)",Jim Butcher,4.41,2007,6,2,Roc,2173,489
"Fool Moon (The Dresden Files, #2)",Jim Butcher,4.02,2001,9,1,Roc,5426,401
"Death Masks (The Dresden Files, #5)",Jim Butcher,4.31,2003,5,8,Roc,2591,432
"The Wire in the Blood (Tony Hill & Carol Jordan, #2)",Val McDermid,4.21,2005,1,3,St. Martin's Paperbacks,374,528
"The Torment of Others (Tony Hill & Carol Jordan, #4)",Val McDermid,4.15,2005,1,5,Minotaur Books,251,400
Cold Sassy Tree,Olive Ann Burns,4.01,1992,4,1,Dell,9,471
"The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes, #1)",Laurie R. King,4.07,2002,26,3,Bantam,4186,341
Babel Tower,A.S. Byatt,3.82,1996,23,4,Random House Value Publishing,116,619
Blue Shoe,Anne Lamott,3.26,2003,2,9,Riverhead Books,685,336
"Jackaroo (Tales of the Kingdom, #1)",Cynthia Voigt,3.91,2003,1,7,Simon Pulse,210,368
Dr. Tatiana's Sex Advice to All Creation,Olivia Judson,4.04,2003,5,6,Vintage,236,320
The Bullfighter Checks Her Makeup: My Encounters With Extraordinary People,Susan Orlean,3.81,2002,8,1,Random House Trade Paperbacks,106,336
"Skin: Talking about Sex, Class and Literature",Dorothy Allison,4.22,1994,1,4,Firebrand Books,59,261
Screenwriting: The Sequence Approach,Paul Joseph Gulino,4.14,2004,27,4,Bloomsbury Academic,12,224
The Myth of Sisyphus,Albert Camus,4.16,2000,30,3,Penguin Classics,431,192
"Black Powder War (Temeraire, #3)",Naomi Novik,3.89,2006,30,5,Del Rey Books,1208,365
The Corporation: The Pathological Pursuit of Profit and Power,Joel Bakan,4.08,2004,17,2,Free Press,6,228
Bone: The Complete Edition,Jeff Smith,4.43,2010,1,11,,1390,1344
Flesh and Bone (Body Farm #2),Jefferson Bass,4.06,2007,23,1,William Morrow,452,361
"Carved in Bone (Body Farm, #1)",Jefferson Bass,3.93,2006,26,12,Harper,777,352
London,Edward Rutherfurd,4.07,2002,29,10,Ballantine Books,1250,1152
"The Morning Star: In Which the Extraordinary Correspondence of Griffin & Sabine is Illuminated (Morning Star Trilogy, #3)",Nick Bantock,4.12,2003,1,7,Chronicle Books,112,60
The Museum at Purgatory,Nick Bantock,4.05,2001,1,1,Harper Perennial,60,128
The Forgetting Room: A Fiction,Nick Bantock,3.97,1997,1,1,Harper Perennial,84,106
Snobs,Julian Fellowes,3.42,2006,24,1,St. Martin's Griffin,842,288
Millennium Approaches (Angels in America #1),Tony Kushner,4.28,1993,1,5,Theatre Communications Group,335,119
Being and Time,Martin Heidegger,4.02,1962,1,8,Harper & Row (NYC/Evanston),385,589
The Girl Who Played Go,Shan Sa,3.78,2004,12,10,Vintage,218,280
"Worlds (Worlds, #1)",Joe Haldeman,3.51,1990,1,11,Avon Books (NY),52,237
The Gift of Nothing,Patrick McDonnell,4.49,2005,5,10,"Little, Brown Books for Young Readers",248,56
Last-Minute Knitted Gifts,Joelle Hoverson,3.84,2004,1,10,Harry N. Abrams,95,144
"The Left Hand of Darkness (Hainish Cycle, #4)",Ursula K. Le Guin,4.07,2001,18,10,Gollancz,29,256
Four Ways to Forgiveness,Ursula K. Le Guin,4.18,2004,14,12,Harper Perennial,176,304
The Wind's Twelve Quarters,Ursula K. Le Guin,4.05,1975,1,1,Harper & Row (NYC),21,303
The Blacks,Jean Genet,3.64,1994,18,1,Grove Press,20,128
"Harpist in the Wind (Riddle-Master, #3)",Patricia A. McKillip,4.2,1989,1,12,Del Rey Books,1,261
"The Memory of Earth (Homecoming, #1)",Orson Scott Card,3.58,1993,15,1,Tor Books,503,336
The Belly of Paris,Émile Zola,3.91,2006,1,11,Green Integer,143,660
The Joy of Life,Émile Zola,3.86,2006,23,10,MONDIAL,26,276
L'Assommoir,Émile Zola,4.03,2001,1,4,Penguin Books Ltd,236,480
Rock Springs,Richard Ford,4.07,2004,30,4,,6,256
The Mysteries of Udolpho,Ann Radcliffe,3.38,2001,26,4,Penguin Classics,690,654
"How Opal Mehta Got Kissed, Got Wild, and Got a Life",Kaavya Viswanathan,2.8200000000000003,2006,4,4,Little Brown and Company,212,314
Earth Abides,George R. Stewart,3.96,2006,28,3,Del Rey,1555,345
"Akira, Vol. 2",Katsuhiro Otomo,4.45,2001,3,4,Dark Horse,217,301
"Akira, Vol. 1",Katsuhiro Otomo,4.38,2000,26,12,Dark Horse,687,359
"Akira, Vol. 3",Katsuhiro Otomo,4.43,2001,10,7,Dark Horse Manga,190,282
"Akira, Vol. 4",Katsuhiro Otomo,4.46,2001,2,10,Dark Horse,137,394
"Akira, Vol. 5",Katsuhiro Otomo,4.49,2002,1,1,Dark Horse,111,413
"The Boxcar Children 1-4 (The Boxcar Children, #1-4)",Gertrude Chandler Warner,4.22,1990,1,9,Albert Whitman  Company,202,672
Genghis Khan and the Making of the Modern World,Jack Weatherford,4.04,2005,22,3,Broadway Books,1948,312
The End of Mr. Y,Scarlett Thomas,3.79,2006,2,10,Mariner Books,884,402
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.18,2007,28,8,Penguin Books,1564,450
The Last Queen,C.W. Gortner,4.04,2006,1,7,Two Bridges Press,14,316
Imperial Woman,Pearl S. Buck,4.05,2004,1,12,Moyer Bell and its subsidiaries,351,384
"Gaudy Night (Lord Peter Wimsey, #12)",Dorothy L. Sayers,4.24,1995,16,3,HarperTorch,1311,501
"Gorky Park (Arkady Renko, #1)",Martin Cruz Smith,4.04,2007,13,3,Ballantine Books,51,384
"The Boy Next Door (Boy, #1)",Meg Cabot,3.81,2005,25,10,Avon,1659,379
"A Death in Vienna (Gabriel Allon, #4)",Daniel Silva,4.2,2005,4,8,Penguin,719,432
"The King Must Die (Theseus, #1)",Mary Renault,4.0,1988,12,2,Vintage,366,352
America's Women,Gail Collins,4.15,2004,14,9,HarperCollins Publishers,12,592
River Town: Two Years on the Yangtze,Peter Hessler,4.22,2006,25,4,Harper Perennial,909,432
"Geography Club (Russel Middlebrook, #1)",Brent Hartinger,3.74,2004,17,2,HarperCollins,713,226
Patria,Robert   Harris,3.98,2004,30,9,DeBolsillo,14,432
"Blind Alley (Eve Duncan, #5)",Iris Johansen,4.04,2005,29,3,Bantam,279,370
The Invention of Morel,Adolfo Bioy Casares,4.06,2003,31,8,New York Review Books,831,103
"100 Bullets, Vol. 1: First Shot, Last Call",Brian Azzarello,3.84,2000,1,2,Vertigo,404,128
"100 Bullets, Vol. 2: Split Second Chance",Brian Azzarello,4.09,2000,1,12,Vertigo,154,224
"100 Bullets, Vol. 7: Samurai",Brian Azzarello,4.07,2004,1,8,Vertigo,53,168
"100 Bullets, Vol. 5: The Counterfifth Detective",Brian Azzarello,4.1,2003,1,3,Vertigo,77,144
"100 Bullets, Vol. 4: A Foregone Tomorrow",Brian Azzarello,4.1,2002,1,7,Vertigo,58,264
Blue Latitudes: Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz,4.0,2003,1,8,Picador USA,565,480
The Gay Science,Friedrich Nietzsche,4.26,1974,12,1,Random House,277,398
The Mistress of Spices,Chitra Banerjee Divakaruni,3.48,1998,17,2,Anchor,775,338
The Highest Tide,Jim Lynch,3.85,2006,1,5,Bloomsbury Publishing PLC,842,256
An Actor Prepares,Konstantin Stanislavski,4.07,1989,30,4,Routledge,123,320
Providence,Daniel Quinn,3.67,1996,1,5,Bantam,35,192
After Dachau,Daniel Quinn,3.76,2006,3,1,Steerforth,136,240
Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,Hampton Sides,4.21,2002,7,5,Anchor,1258,344
Minor Characters: A Beat Memoir,Joyce Johnson,4.04,1999,1,7,Penguin Books,138,304
The Kitchen Boy: A Novel of the Last Tsar,Robert Alexander,3.9,2004,27,1,Penguin Books,1331,229
Gone,Elisabeth Sheffield,4.2,2003,21,1,Fiction Collective 2,3,258
Tintin au Congo (Tintin #2),Hergé,3.23,1999,1,7,Casterman,218,62
The Shell Collector,Anthony Doerr,4.03,2016,17,11,Fourth Estate,26,224
El conde de Montecristo,Alexandre Dumas,4.25,2004,28,9,Edimat Libros,5,720
"Preacher, Volume 4: Ancient History",Garth Ennis,4.26,1998,1,3,Vertigo,286,224
"Preacher, Volume 2: Until the End of the World",Garth Ennis,4.27,1997,1,1,Vertigo,491,258
Personal History,Katharine Graham,4.14,1998,24,2,Vintage,1020,642
Leaving Microsoft to Change the World: An Entrepreneur's Odyssey to Educate the World's Children,John Wood,4.08,2006,29,8,Harper Business,416,272
"Preacher, Volume 1: Gone to Texas",Garth Ennis,4.15,1996,1,3,Vertigo,1540,336
Superstud: Or How I Became a 24-Year-Old Virgin,Paul Feig,3.78,2005,28,6,Three Rivers Press,135,304
El fin de la eternidad,Isaac Asimov,4.24,2005,30,9,DeBolsillo,23,288
The Places in Between,Rory Stewart,3.9,2006,8,5,"Harcourt, Inc.",1301,299
La hojarasca,Gabriel García Márquez,3.67,2006,7,2,Plaza y Janes,222,176
The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Thich Nhat Hanh,4.24,1999,1,5,Beacon Press,843,140
The Rape of Nanking,Iris Chang,4.12,1998,1,11,Penguin Books,1651,290
What Pete Ate from A to Z,Maira Kalman,4.1,2003,15,9,Puffin Books,63,48
The Poetry of Robert Frost,Robert Frost,4.25,1979,15,3,Henry Holt & Company,351,607
"Sammy's Hill (Samantha Joyce, #1)",Kristin Gore,3.54,2005,15,6,Miramax Books,527,387
About Alice,Calvin Trillin,4.01,2006,26,12,Random House,698,96
"Alice, Let's Eat: Further Adventures of a Happy Eater",Calvin Trillin,4.05,2006,26,12,Random House Trade Paperbacks,91,192
Family Man,Calvin Trillin,3.94,1999,30,6,"Farrar, Straus and Giroux",64,192
"Wake Up, Sir!",Jonathan Ames,3.75,2005,12,7,Scribner,336,352
I Love You More Than You Know,Jonathan Ames,3.8,2005,16,12,"Grove Press, Black Cat",108,288
The Extra Man,Jonathan Ames,3.72,1999,1,7,Scribner,127,384
The Speed of Dark,Elizabeth Moon,4.0,2005,28,6,Del Rey,943,369
Tinker Tailor Soldier Spy,John le Carré,4.05,1975,1,12,Pan Macmillan,38,317
Utterly Monkey,Nick Laird,3.2,2006,3,1,Harper Perennial,52,368
Crush,Richard Siken,4.31,2005,11,4,Yale University Press,1186,62
"Command Decision (Vatta's War, #4)",Elizabeth Moon,4.1,2007,31,3,Del Rey Books,175,384
"Engaging the Enemy (Vatta's War, #3)",Elizabeth Moon,4.07,2007,30,1,Del Rey,188,398
"Marque and Reprisal (Vatta's War, #2)",Elizabeth Moon,4.08,2005,30,8,Del Rey,233,378
Batman: The Killing Joke,Alan Moore,4.37,1995,1,12,DC Comics,3747,50
"The Adventures of Tintin, Vol. 2: The Broken Ear / The Black Island / King Ottokar's Sceptre",Hergé,4.24,1993,1,6,,3,196
"Sundiver (The Uplift Saga, #1)",David Brin,3.67,2010,21,7,Bantam Spectra,528,340
"Infinity's Shore (Uplift Storm Trilogy, #2)",David Brin,3.97,1997,3,11,Spectra,83,644
The Good Conscience,Carlos Fuentes,3.69,1987,1,3,"Farrar, Straus and Giroux",30,148
Broken for You,Stephanie Kallos,3.81,2005,7,6,Grove Press,1597,373
The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,4.14,2006,26,12,Basic Books,1245,297
Las flores del mal,Charles Baudelaire,4.26,2007,1,7,Edimat Libros,8,280
Total Recall,Piers Anthony,3.93,1990,1,6,Avon Books,4,278
"Love, Freedom, and Aloneness: The Koan of Relationships",Osho,4.2,2002,13,12,St. Martin's Griffin,173,244
The Red House,E. Nesbit,3.68,2006,1,9,Aegypan,5,140
Atheism: The Case Against God,George H. Smith,3.94,1979,1,9,Prometheus Books,99,355
Apathy and Other Small Victories,Paul Neilan,3.78,2006,2,5,St. Martin's Press,646,240
Letters from a Stoic,Seneca,4.33,2004,26,8,Penguin Books,644,256
Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers,Lois P. Frankel,3.76,2010,7,6,Business Plus,561,288
Crow: From the Life and Songs of the Crow,Ted Hughes,4.1,2001,3,9,Faber  Faber,77,89
Nobody's Fool,Richard Russo,4.11,1994,18,8,Vintage,1,560
Then We Came to the End,Joshua Ferris,3.46,2007,1,3,"Little, Brown and Company",3926,387
Free to Choose: A Personal Statement,Milton Friedman,4.22,1990,26,11,Mariner Books,324,368
"44 Scotland Street (44 Scotland Street, #1)",Alexander McCall Smith,3.61,2005,14,6,Anchor,1987,325
The Full Cupboard of Life (No. 1 Ladies' Detective Agency #5),Alexander McCall Smith,4.02,2005,25,1,Anchor,1150,198
"Gridlinked (Agent Cormac #1, Polity Universe #3)",Neal Asher,3.97,2004,1,9,Tor Science Fiction,373,423
S.,John Updike,3.34,2013,3,9,Random House Trade Paperbacks,72,272
Founders at Work: Stories of Startups' Early Days,Jessica Livingston,3.95,2007,1,1,Apress,223,456
"Murder in the White House (Capital Crimes, #1)",Margaret Truman,3.67,2001,30,10,Fawcett Books,101,262
"Born in Shame (Born In Trilogy, #3)",Nora Roberts,4.09,1996,1,1,Jove,551,371
"Manifesta: Young Women, Feminism, and the Future",Jennifer Baumgardner,3.73,2000,4,10,"Farrar, Straus and Giroux",125,448
Edwin Mullhouse: The Life and Death of an American Writer 1943-1954 by Jeffrey Cartwright,Steven Millhauser,4.06,1996,16,4,Vintage,72,305
Call Me by Your Name,André Aciman,4.27,2007,23,1,"Farrar, Straus and Giroux",5686,248
The Bastard of Istanbul,Elif Shafak,3.83,2007,18,1,Viking Adult,2232,368
"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,4.35,2001,1,10,Dutton Juvenile,3023,145
"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",A.A. Milne,4.5,2001,1,10,Dutton Books for Young Readers,312,557
"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",A.A. Milne,4.43,2010,14,10,Dutton Books for Young Readers,438,353
"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,4.09,2006,12,12,Harper Perennial Modern Classics,1138,421
"Mr. Darcy's Diary (Jane Austen Heroes, #1)",Amanda Grange,3.65,2007,1,3,Sourcebooks Landmark,1448,329
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.04,1997,11,7,Dover Publications,1756,70
A Whole New Mind: Why Right-Brainers Will Rule the Future,Daniel H. Pink,3.94,2006,7,3,Riverhead Books,1751,275
"The History of Tom Jones, a Foundling",Henry Fielding,3.74,2005,27,9,Penguin Books,637,1024
"Blood Rites (The Dresden Files, #6)",Jim Butcher,4.33,2004,3,8,Roc,2355,452
Cheaper by the Dozen,Frank B. Gilbreth Jr.,4.02,2005,29,3,Harper,65,224
"The Secret Life of Plants: A Fascinating Account of the Physical, Emotional and Spiritual Relations Between Plants and Man",Peter Tompkins,4.06,1989,8,3,Harper Perennial,187,402
"Ogre, Ogre (Xanth #5)",Piers Anthony,3.75,1997,23,6,Del Rey,167,307
"Shakespeare's Counselor (Lily Bard, #5)",Charlaine Harris,3.9,2005,1,2,Berkley,389,243
A Density of Souls,Christopher  Rice,3.91,2002,25,6,Pan Books,284,274
The Cider House Rules,John Irving,4.13,1994,1,1,Turtleback Books,1,598
The Dreamer,Will Eisner,3.88,2000,1,6,DC Comics,30,56
Life: A User's Manual,Georges Perec,4.22,1996,17,1,Vintage Books,21,581
How to Cook Everything: Simple Recipes for Great Food,Mark Bittman,4.01,1998,28,8,John Wiley & Sons,600,960
MLA Handbook for Writers of Research Papers,Joseph Gibaldi,3.81,1995,1,5,The Modern Language Association of America,3,293
Cabal,Clive Barker,3.93,1990,15,4,Pocket Books,8,272
The Age of Miracles,Ellen Gilchrist,3.98,2005,2,12,Back Bay Books,21,272
The Captain's Daughter,Alexander Pushkin,3.84,2007,28,9,Hesperus Press,192,124
"Shadowland (The Mediator, #1)",Meg Cabot,4.05,2000,1,11,Simon Pulse,28,245
"Reunion (The Mediator, #3)",Meg Cabot,4.09,2001,26,6,Simon Pulse,12,228
Shiloh,Phyllis Reynolds Naylor,3.94,2000,1,9,Atheneum Books for Young Readers,118,144
Death and the Penguin,Andrey Kurkov,3.81,2001,22,3,Harvill Press,22,230
Caught,Henry Green,3.61,2001,5,4,Panther,14,206
Less than Zero,Bret Easton Ellis,3.58,1987,1,12,Penguin Books,7,208
The Ruins,Scott B. Smith,3.5700000000000003,2006,1,8,Bantam Press,4,319
Llamadas telefónicas,Roberto Bolaño,3.98,2007,1,9,Anagrama,116,204
Days of Awe,Achy Obejas,3.62,2002,30,7,Ballantine Books,34,402
"The Pigman (The Pigman, #1)",Paul Zindel,3.59,1983,1,2,Starfire,80,176
"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,3.94,2006,18,12,Headline,30,160
Nine Parts of Desire: The Hidden World of Islamic Women,Geraldine Brooks,4.04,2007,22,2,Penguin,16,260
Ox-Cart Man,Donald Hall,4.05,1983,27,10,Puffin Books,505,40
Such a Long Journey,Rohinton Mistry,3.96,1992,2,6,Vintage,40,352
Pulp,Charles Bukowski,3.68,2007,8,3,Virgin Books,15,192
The Book of Air and Shadows,Michael Gruber,3.38,2007,27,3,William Morrow,1070,466
"Susannah's Garden (Blossom Street, #3)",Debbie Macomber,4.06,2007,24,4,MIRA,653,400
"Murder in Montmartre (Aimee Leduc Investigations, #6)",Cara Black,3.68,2007,1,3,Soho Crime,110,306
On Michael Jackson,Margo Jefferson,3.91,2007,9,1,Vintage,57,160
"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan,4.3,2007,26,6,Puffin Books,84,262
Jemima J,Jane Green,3.65,2000,13,6,Broadway,44,384
The Bad Girl,Mario Vargas Llosa,4.08,2007,2,10,"Farrar, Straus and Giroux",273,276
"Sharpe's Tiger (Sharpe, #1)",Bernard Cornwell,4.11,2008,1,12,HarperAudio,19,400
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,4.03,2005,1,7,Wheeler Publishing,5,392
"Death du Jour (Temperance Brennan, #2)",Kathy Reichs,3.95,1999,18,5,Scribner Book Company,65,379
